time,x1,y1,x2,y2
2.617,320.033,490.039,282.509,520.476
2.633,319.080,490.320,283.568,523.284
2.650,317.556,490.470,283.818,524.369
2.667,316.378,490.865,284.831,527.416
2.683,314.504,491.110,285.964,530.055
2.700,314.462,491.092,287.774,532.557
2.717,313.252,491.324,288.794,533.169
2.733,312.127,491.516,290.209,533.798
2.750,310.833,491.860,291.385,533.372
2.767,310.305,491.937,293.909,534.035
2.783,308.999,492.304,294.283,534.217
2.800,308.147,492.481,296.115,534.297
2.817,306.839,492.855,298.816,534.206
2.833,306.573,492.817,299.842,534.269
2.850,306.432,492.926,301.908,534.038
2.867,305.634,493.071,303.920,533.474
2.883,305.321,493.142,304.860,532.900
2.900,304.582,493.395,305.084,532.172
2.917,304.560,493.403,305.782,531.215
2.933,303.847,493.760,306.968,529.984
2.950,303.847,493.654,307.392,529.050
2.967,303.717,493.734,308.117,528.009
2.983,302.680,494.078,308.954,526.747
3.000,302.823,494.060,309.818,525.410
3.017,302.347,494.366,310.906,523.822
3.033,301.980,494.551,311.408,523.248
3.050,301.819,494.584,312.607,521.240
3.067,301.976,494.540,312.926,520.223
3.083,301.305,494.876,312.787,520.067
3.100,301.340,494.911,313.183,518.819
3.117,301.340,494.911,313.494,517.567
3.133,300.614,495.279,313.914,516.756
3.150,300.436,495.396,314.066,515.858
3.167,299.335,496.329,314.961,514.178
3.183,297.777,497.916,315.218,512.709
3.200,295.948,501.830,315.655,511.288
3.217,294.436,505.690,315.608,511.109
3.233,293.582,508.520,315.848,510.072
3.250,292.824,510.827,316.922,506.524
3.267,292.199,514.676,316.518,502.070
3.283,292.005,517.019,313.809,495.609
3.300,292.426,519.515,310.772,491.188
3.317,292.506,520.366,308.390,486.841
3.333,293.169,522.916,309.752,481.544
3.350,293.632,525.280,312.338,479.050
3.367,294.208,526.934,316.943,477.905
3.383,294.994,528.926,319.719,477.830
3.400,297.096,532.175,324.133,478.149
3.417,298.077,532.490,327.151,478.465
3.433,301.316,532.653,329.603,478.569
3.450,304.222,532.402,334.714,478.706
3.467,305.693,531.676,337.326,478.735
3.483,307.813,530.791,339.054,478.880
3.500,310.149,529.454,342.105,478.816
3.517,311.929,528.331,343.515,478.893
3.533,313.547,527.186,344.375,478.784
3.550,314.954,526.259,345.713,478.612
3.567,317.233,524.968,347.604,478.983
3.583,318.355,524.068,349.885,479.124
3.600,320.128,522.884,351.816,479.377
3.617,321.102,522.106,353.074,479.372
3.633,322.812,520.789,353.382,479.179
3.650,325.042,519.498,354.891,479.343
3.667,326.633,517.910,358.673,479.530
3.683,327.772,516.821,361.933,483.447
3.700,330.047,514.413,368.312,492.128
3.717,331.302,513.347,373.916,497.633
3.733,332.824,512.094,380.401,503.189
3.750,334.130,511.210,384.306,507.356
3.767,336.030,510.065,387.242,511.353
3.783,336.721,509.633,390.084,516.951
3.800,338.011,508.770,391.851,520.452
3.817,340.062,507.660,393.261,524.155
3.833,340.321,507.783,393.952,525.874
3.850,342.274,506.544,394.806,528.609
3.867,344.016,505.926,394.801,530.694
3.883,344.655,505.508,393.131,532.836
3.900,345.288,505.423,390.805,534.350
3.917,345.978,505.204,388.749,535.084
3.933,349.049,503.358,386.384,535.849
3.950,351.008,502.964,384.260,535.948
3.967,351.548,503.549,382.844,536.252
3.983,353.587,504.786,381.283,536.540
4.000,354.529,505.963,380.277,536.590
4.017,355.738,507.351,378.580,537.187
4.033,357.377,509.403,376.934,537.655
4.050,357.875,510.141,375.979,537.995
4.067,360.144,513.411,375.134,538.405
4.083,360.996,514.965,371.284,542.136
4.100,361.848,516.519,367.433,545.867
4.117,362.464,517.746,361.179,549.455
4.133,363.112,519.085,356.653,550.608
4.150,364.111,520.815,353.232,551.219
4.167,364.670,522.210,349.518,551.542
4.183,364.756,522.567,347.227,551.151
4.200,365.218,523.939,343.725,550.148
4.217,365.646,524.710,342.145,549.324
4.233,366.084,525.726,339.418,548.332
4.250,365.954,525.921,336.969,547.028
4.267,366.755,527.782,334.739,545.910
4.283,366.825,528.101,333.005,544.404
4.300,367.297,529.464,332.036,542.868
4.317,367.445,529.842,330.272,539.150
4.333,367.734,530.656,329.407,535.699
4.350,367.898,530.996,329.109,532.343
4.367,368.448,532.009,328.622,528.971
4.383,368.065,531.835,328.553,526.227
4.400,368.272,532.790,328.916,523.476
4.417,369.361,534.724,328.498,520.966
4.433,369.462,537.321,328.253,518.796
4.450,368.312,540.261,328.663,517.415
4.467,366.647,543.404,328.754,515.637
4.483,364.429,546.368,328.911,514.461
4.500,361.684,549.066,329.405,512.351
4.517,360.493,550.140,330.272,510.185
4.533,358.076,552.236,330.491,509.897
4.550,356.459,553.361,331.419,508.002
4.567,354.921,554.567,331.786,507.758
4.583,353.350,555.614,332.677,505.935
4.600,350.170,556.756,333.490,503.340
4.617,348.411,556.242,332.754,501.639
4.633,347.092,554.099,331.286,500.581
4.650,347.009,552.591,327.742,499.852
4.667,344.413,549.125,324.595,499.964
4.683,342.756,546.064,321.098,500.432
4.700,340.770,542.313,318.912,500.715
4.717,338.563,538.401,314.463,501.463
4.733,337.484,536.390,313.326,501.551
4.750,336.035,533.556,310.046,502.233
4.767,334.460,530.355,308.247,502.537
4.783,333.199,527.576,306.457,502.987
4.800,332.100,525.242,304.933,503.110
4.817,330.603,522.137,302.340,504.069
4.833,329.573,520.522,300.456,505.279
4.850,328.556,519.398,300.426,505.574
4.867,326.896,517.247,299.561,507.707
4.883,325.343,515.624,299.531,509.114
4.900,323.973,514.269,299.635,511.364
4.917,322.906,512.999,300.179,514.078
4.933,321.796,511.996,300.245,515.041
4.950,320.135,510.194,300.682,517.276
4.967,319.198,509.343,300.703,517.963
4.983,317.769,507.778,301.009,518.936
5.000,316.828,506.765,301.506,520.383
5.017,316.029,506.073,301.546,520.736
5.033,315.006,505.088,301.510,520.830
5.050,314.094,504.134,301.852,521.777
5.067,313.167,503.239,301.615,521.417
5.083,312.505,502.508,302.102,522.711
5.100,312.189,502.429,302.378,523.228
5.117,311.591,501.762,303.119,524.844
5.133,308.659,498.904,303.306,525.823
5.150,305.442,498.423,304.015,527.020
5.167,304.566,498.174,304.756,528.128
5.183,302.538,496.834,307.556,530.119
5.200,300.320,495.492,309.794,530.423
5.217,298.913,494.467,312.444,530.303
5.233,295.778,493.019,315.322,529.534
5.250,294.661,492.037,317.793,528.499
5.267,292.550,491.108,320.759,527.381
5.283,292.235,490.867,322.289,526.383
5.300,291.664,490.412,322.930,526.023
5.317,290.616,490.391,325.198,524.597
5.333,288.667,489.661,327.724,523.378
5.350,287.937,489.467,327.750,522.789
5.367,286.534,489.262,328.410,521.509
5.383,285.173,489.215,328.847,520.306
5.400,284.537,488.920,329.614,518.435
5.417,283.711,488.877,330.223,517.073
5.433,282.874,488.714,330.608,515.529
5.450,281.722,488.712,331.273,514.192
5.467,280.882,488.683,332.127,512.096
5.483,279.219,488.648,332.457,510.888
5.500,278.302,488.540,332.588,510.141
5.517,276.954,488.488,333.017,509.031
5.533,276.370,488.438,334.300,506.468
5.550,275.979,488.489,334.666,504.262
5.567,275.383,488.325,334.523,502.856
5.583,274.072,488.352,333.938,503.123
5.600,273.008,488.401,334.091,501.639
5.617,272.792,488.261,334.220,499.796
5.633,272.407,488.350,334.173,499.289
5.650,271.697,488.380,334.120,497.617
5.667,272.290,488.191,334.029,496.230
5.683,271.811,488.180,334.090,495.313
5.700,270.799,488.295,334.267,494.336
5.717,269.927,488.212,333.917,493.611
5.733,269.161,488.345,333.937,493.234
5.750,269.199,488.192,333.988,492.735
5.767,267.974,488.361,334.027,491.692
5.783,267.340,488.559,334.005,490.499
5.800,266.144,488.621,333.557,490.025
5.817,264.929,488.250,332.744,487.196
5.833,264.444,487.527,331.706,486.630
5.850,264.742,486.535,329.893,486.419
5.867,263.222,483.030,326.802,485.980
5.883,262.994,481.395,323.622,486.180
5.900,263.258,478.832,322.789,486.143
5.917,263.312,476.164,320.293,485.892
5.933,263.703,471.985,318.532,486.050
5.950,264.168,470.928,315.735,486.252
5.967,264.721,469.199,314.142,486.311
5.983,264.988,466.508,312.155,486.021
6.000,265.467,465.247,309.937,485.975
6.017,266.265,462.527,307.634,485.793
6.033,266.544,461.264,306.555,485.709
6.050,266.743,460.536,305.810,485.599
6.067,267.007,460.075,304.475,485.702
6.083,267.423,458.344,303.626,485.577
6.100,267.728,456.589,303.031,485.614
6.117,268.244,456.018,301.328,485.458
6.133,269.038,454.161,300.126,485.352
6.150,270.978,452.885,299.329,485.111
6.167,272.378,453.415,298.217,485.118
6.183,274.858,453.228,297.203,484.982
6.200,277.076,453.978,296.660,484.968
6.217,279.716,454.660,295.974,484.644
6.233,281.662,455.679,293.706,484.569
6.250,283.795,456.758,292.778,483.571
6.267,285.333,456.736,288.578,479.985
6.283,286.871,456.713,286.000,476.000
6.300,288.409,456.691,285.000,473.000
6.317,289.948,456.668,284.000,470.000
6.333,291.486,456.646,281.000,465.000
6.350,293.024,456.623,268.000,463.000
6.367,294.562,456.601,263.380,458.466
6.383,296.815,457.224,259.772,447.651
6.400,300.919,460.600,261.467,442.485
6.417,306.277,466.022,264.349,438.954
6.433,309.453,469.952,267.233,436.374
6.450,312.258,473.580,268.144,435.405
6.467,314.489,476.089,271.026,433.635
6.483,316.508,477.491,272.146,432.874
6.500,318.273,479.655,273.127,432.394
6.517,319.801,481.730,274.589,431.702
6.533,321.463,482.933,275.417,431.402
6.550,322.613,483.779,277.058,430.761
6.567,323.481,485.430,278.023,430.569
6.583,323.767,486.940,279.350,430.043
6.600,324.161,487.778,280.978,429.758
6.617,324.270,490.399,283.150,429.125
6.633,324.540,492.602,283.799,429.022
6.650,324.686,494.276,284.239,429.063
6.667,324.955,494.772,285.901,428.599
6.683,325.045,497.166,287.084,428.253
6.700,324.794,498.555,287.885,428.316
6.717,324.047,500.018,288.631,428.293
6.733,323.319,500.945,289.615,428.226
6.750,321.521,502.410,290.156,428.097
6.767,320.391,503.273,290.577,428.097
6.783,319.235,503.688,291.820,427.895
6.800,317.313,504.654,292.065,427.982
6.817,315.812,505.055,292.808,427.665
6.833,315.901,504.984,294.052,427.587
6.850,314.366,505.373,294.529,427.382
6.867,313.533,505.630,295.298,427.459
6.883,313.192,505.736,295.477,427.600
6.900,312.605,505.913,295.830,428.045
6.917,311.241,506.336,297.860,427.573
6.933,310.663,506.413,298.806,428.496
6.950,309.362,506.800,300.073,430.109
6.967,308.853,506.773,301.480,432.481
6.983,308.215,506.988,302.552,435.177
7.000,307.817,507.193,302.928,436.173
7.017,305.818,507.896,304.302,439.839
7.033,304.784,507.916,304.743,441.164
7.050,303.521,507.436,305.375,443.508
7.067,303.029,506.499,306.141,445.351
7.083,302.557,505.694,306.895,447.498
7.100,301.668,504.492,307.346,448.975
7.117,300.633,502.793,307.658,450.220
7.133,300.343,501.421,308.343,451.447
7.150,299.594,499.628,308.655,452.110
7.167,298.948,497.835,309.357,453.625
7.183,298.882,496.876,309.917,454.219
7.200,298.738,495.927,310.359,455.332
7.217,298.317,494.713,310.806,455.647
7.233,298.079,493.526,311.133,456.704
7.250,298.108,492.383,312.334,459.020
7.267,298.176,491.373,314.664,461.508
7.283,298.027,490.716,316.103,462.711
7.300,297.858,489.693,318.483,465.680
7.317,297.890,488.214,321.019,468.371
7.333,297.670,487.267,322.386,471.742
7.350,298.052,486.644,322.652,473.438
7.367,297.839,486.354,321.981,476.884
7.383,297.865,485.997,321.692,479.045
7.400,297.942,485.133,320.885,480.981
7.417,298.112,485.279,320.256,483.277
7.433,298.666,484.357,319.887,485.021
7.450,298.794,483.989,319.547,486.406
7.467,299.669,479.952,318.939,487.500
7.483,302.571,477.233,317.784,489.245
7.500,305.206,476.241,315.480,490.856
7.517,307.840,475.249,313.175,492.466
7.533,310.475,474.257,310.870,494.077
7.550,313.110,473.265,308.566,495.687
7.567,315.371,473.328,306.220,492.445
7.583,317.632,473.392,303.875,489.204
7.600,319.894,473.455,301.530,485.962
7.617,322.155,473.519,299.184,482.720
7.633,324.416,473.582,296.839,479.478
7.650,326.678,473.646,294.494,476.236
7.667,328.939,473.710,292.148,472.994
7.683,331.200,473.773,289.803,469.752
7.700,333.462,473.837,287.458,466.511
7.717,334.013,473.710,286.566,463.258
7.733,334.445,472.281,286.122,460.324
7.750,333.289,471.765,286.038,457.218
7.767,332.879,469.206,286.112,454.106
7.783,331.582,468.512,286.155,451.814
7.800,329.596,466.303,286.214,449.459
7.817,328.269,465.611,286.344,446.027
7.833,326.792,464.266,285.874,445.615
7.850,325.826,463.892,286.765,441.817
7.867,324.562,462.957,286.415,442.380
7.883,322.972,462.085,286.261,439.507
7.900,321.792,460.524,286.302,437.147
7.917,320.577,459.483,286.246,435.979
7.933,319.073,458.453,286.291,434.643
7.950,317.955,457.536,286.175,432.516
7.967,315.839,456.018,286.742,430.560
7.983,314.252,454.676,286.721,431.748
8.000,311.689,452.085,287.501,430.602
8.017,310.090,450.085,288.834,429.328
8.033,307.925,449.923,290.000,424.000
8.050,306.962,448.461,298.000,417.000
8.067,306.000,447.000,296.865,408.812
8.083,301.430,449.438,300.297,401.218
8.100,293.676,460.254,311.199,399.377
8.117,289.166,468.019,316.269,402.205
8.133,286.494,473.730,319.377,404.927
8.150,283.711,478.826,322.353,408.422
8.167,281.177,483.557,325.596,411.643
8.183,278.220,486.851,328.132,414.579
8.200,276.594,488.519,330.831,417.322
8.217,273.955,490.236,334.044,419.877
8.233,272.448,491.382,336.175,420.708
8.250,271.141,492.688,338.257,421.101
8.267,268.593,493.970,341.256,422.740
8.283,267.113,494.988,342.833,422.171
8.300,264.620,496.094,345.864,423.854
8.317,262.538,497.184,347.844,425.052
8.333,260.408,498.111,348.294,425.262
8.350,259.264,498.883,346.897,425.826
8.367,257.508,499.800,345.545,425.569
8.383,256.366,500.649,343.769,425.614
8.400,255.762,501.056,343.041,425.565
8.417,251.979,502.345,341.433,425.957
8.433,250.206,502.622,340.843,425.974
8.450,248.500,501.461,341.266,425.837
8.467,247.369,500.473,340.922,426.087
8.483,246.157,497.936,339.737,426.644
8.500,245.322,495.624,338.842,427.032
8.517,244.523,493.653,337.064,428.047
8.533,244.295,491.724,335.656,428.705
8.550,243.715,488.087,330.807,430.767
8.567,243.289,486.355,327.813,431.812
8.583,242.835,485.069,323.320,433.587
8.600,242.568,483.345,320.185,435.451
8.617,242.123,482.142,317.576,436.972
8.633,242.532,479.298,314.305,438.704
8.650,243.452,477.235,311.377,439.894
8.667,245.493,473.918,308.478,441.245
8.683,248.173,470.004,303.854,443.435
8.700,249.959,466.946,299.827,445.994
8.717,252.943,462.996,294.677,447.421
8.733,254.687,460.277,290.928,448.813
8.750,256.552,453.950,285.695,448.423
8.767,259.000,446.000,280.463,448.033
8.783,260.333,440.000,277.000,448.000
8.800,261.667,434.000,269.999,447.252
8.817,263.000,428.000,264.767,446.862
8.833,265.880,422.315,259.535,446.472
8.850,268.077,420.074,255.710,447.787
8.867,270.793,419.031,253.963,449.745
8.883,272.924,418.700,253.032,453.363
8.900,275.577,419.150,253.529,455.660
8.917,276.928,419.120,253.702,456.875
8.933,279.158,419.630,254.953,459.674
8.950,279.720,419.585,255.698,460.929
8.967,283.421,421.546,256.407,461.828
8.983,285.351,423.667,256.811,462.502
9.000,286.440,426.243,257.525,463.659
9.017,288.075,430.366,258.282,464.852
9.033,289.258,435.204,259.268,466.354
9.050,290.170,439.156,259.848,467.695
9.067,290.887,443.120,260.057,468.252
9.083,290.673,444.356,260.364,469.048
9.100,291.182,447.696,260.774,470.367
9.117,291.069,449.236,261.605,471.885
9.133,291.027,451.401,261.897,473.192
9.150,291.072,454.220,262.360,474.509
9.167,291.117,456.876,262.684,476.316
9.183,290.675,458.238,262.783,477.363
9.200,290.882,460.053,262.843,478.041
9.217,290.738,462.204,262.924,478.722
9.233,290.611,463.550,263.464,480.596
9.250,290.065,465.731,263.338,480.955
9.267,289.971,466.965,264.352,483.652
9.283,290.018,468.607,264.251,483.979
9.300,289.536,470.503,264.499,485.260
9.317,289.204,470.866,264.579,485.751
9.333,289.055,472.944,264.990,487.415
9.350,288.920,473.930,265.209,488.606
9.367,288.733,475.453,265.536,489.575
9.383,288.021,477.240,265.470,489.932
9.400,287.827,478.280,265.556,490.620
9.417,287.016,480.181,266.213,492.751
9.433,286.839,481.456,266.316,493.558
9.450,286.719,482.674,266.360,494.082
9.467,285.921,485.244,266.895,495.621
9.483,285.563,485.853,267.262,496.604
9.500,285.705,485.667,267.146,496.975
9.517,285.549,486.100,267.904,501.062
9.533,284.645,488.246,264.852,505.349
9.550,284.705,488.891,260.900,513.358
9.567,284.526,490.401,260.063,521.417
9.583,284.211,492.335,261.671,526.591
9.600,283.738,494.029,264.753,530.925
9.617,283.254,495.284,267.184,533.518
9.633,282.419,496.332,269.689,535.608
9.650,281.804,496.127,271.188,537.047
9.667,281.181,497.661,273.056,538.447
9.683,280.527,498.617,274.468,539.481
9.700,280.054,499.214,276.447,540.423
9.717,279.055,501.160,277.963,541.721
9.733,278.571,502.144,279.173,542.076
9.750,278.341,502.101,280.393,542.673
9.767,277.781,503.191,282.737,543.408
9.783,277.067,503.710,283.326,543.724
9.800,276.885,504.457,287.073,544.703
9.817,276.339,505.332,289.510,545.066
9.833,276.036,506.025,291.027,545.455
9.850,275.604,506.515,291.422,545.177
9.867,275.195,507.509,292.983,544.052
9.883,274.821,507.471,294.749,542.167
9.900,274.346,508.500,295.505,540.561
9.917,274.130,509.036,296.499,538.832
9.933,273.625,510.050,297.524,537.262
9.950,272.982,510.380,298.837,534.649
9.967,272.621,510.739,299.244,534.118
9.983,272.136,512.208,300.344,532.226
10.000,271.868,512.535,301.378,531.140
10.017,271.316,513.831,302.250,528.978
10.033,270.818,514.972,302.758,526.604
10.050,270.513,514.862,302.794,524.876
10.067,270.061,515.315,303.220,521.313
10.083,270.019,515.716,303.030,520.213
10.100,269.466,516.893,303.020,519.342
10.117,268.068,519.109,302.778,518.332
10.133,267.736,520.219,302.631,516.654
10.150,267.271,522.866,302.257,516.564
10.167,268.534,527.302,301.817,514.906
10.183,270.557,529.767,301.218,513.877
10.200,272.217,531.184,300.999,513.785
10.217,275.127,533.499,300.079,512.666
10.233,277.416,534.987,298.847,511.348
10.250,280.231,536.223,298.450,510.984
10.267,281.587,536.755,297.222,509.975
10.283,283.454,537.377,296.431,509.039
10.300,285.656,538.190,296.253,508.930
10.317,286.933,538.462,294.118,507.028
10.333,288.561,538.878,292.538,507.730
10.350,288.973,539.097,290.268,508.802
10.367,291.082,539.584,287.513,511.026
10.383,294.348,540.191,286.444,512.207
10.400,294.798,540.010,283.620,515.288
10.417,295.739,538.709,282.492,516.854
10.433,296.777,536.865,281.201,519.145
10.450,297.307,535.427,279.967,521.180
10.467,298.398,532.059,279.331,522.610
10.483,298.675,529.499,279.042,523.941
10.500,298.790,527.704,277.657,527.084
10.517,298.540,526.017,276.907,529.625
10.533,305.000,522.000,282.294,523.275
10.550,316.875,521.011,287.681,516.925
10.567,328.750,520.022,293.068,510.574
10.583,338.873,514.979,301.290,505.996
10.600,341.106,509.772,306.328,505.191
10.617,340.359,504.231,310.163,505.261
10.633,342.000,495.000,311.838,503.239
10.650,349.218,486.500,315.000,502.000
10.667,356.437,477.999,315.188,499.195
10.683,364.985,464.177,313.043,496.273
10.700,366.306,456.774,311.053,492.436
10.717,364.315,450.918,309.609,488.747
10.733,361.525,447.555,309.044,484.389
10.750,358.680,444.893,309.877,480.804
10.767,354.741,442.421,310.513,478.674
10.783,350.870,439.925,311.040,477.100
10.800,347.918,438.095,311.456,476.013
10.817,345.401,436.647,311.576,475.446
10.833,343.473,435.430,311.204,476.274
10.850,341.062,433.865,311.888,474.591
10.867,339.195,432.782,312.545,473.685
10.883,337.622,431.730,312.287,474.221
10.900,335.678,430.658,312.407,474.589
10.917,333.891,429.499,313.102,473.102
10.933,332.197,428.491,313.422,471.876
10.950,330.331,427.299,313.472,469.810
10.967,329.165,426.683,313.908,467.378
10.983,328.332,426.299,314.136,466.632
11.000,326.351,424.912,314.439,466.118
11.017,324.681,424.160,314.728,465.122
11.033,323.590,423.615,314.734,464.685
11.050,322.924,423.281,314.733,462.744
11.067,321.215,422.524,314.684,460.647
11.083,320.610,422.334,314.041,459.471
11.100,317.914,420.922,313.653,457.336
11.117,317.561,420.852,313.932,455.662
11.133,317.383,421.365,313.789,453.111
11.150,316.765,421.312,313.717,451.433
11.167,315.529,421.163,313.736,450.099
11.183,313.304,421.092,313.447,448.941
11.200,312.327,420.946,312.753,448.544
11.217,310.695,421.160,312.861,446.057
11.233,309.772,421.054,312.808,445.612
11.250,308.858,421.400,312.412,444.670
11.267,307.413,421.933,312.245,443.663
11.283,305.969,422.466,312.078,442.656
11.300,304.524,422.999,311.911,441.649
11.317,303.079,423.533,311.745,440.642
11.333,301.635,424.066,311.578,439.635
11.350,302.061,425.471,311.257,438.478
11.367,303.967,426.220,308.128,439.139
11.383,305.872,426.969,304.999,439.800
11.400,307.778,427.718,301.869,440.461
11.417,309.683,428.467,300.000,443.000
11.433,311.589,429.217,296.000,443.500
11.450,313.494,429.966,292.000,444.000
11.467,315.400,430.715,289.353,443.104
11.483,317.306,431.464,286.224,443.765
11.500,319.211,432.214,283.094,444.426
11.517,322.460,430.067,281.643,451.093
11.533,325.258,428.022,281.469,456.723
11.550,327.664,425.448,280.942,460.016
11.567,329.689,422.934,281.092,463.996
11.583,331.283,421.166,281.167,468.004
11.600,332.270,419.667,280.323,470.534
11.617,333.921,418.140,280.065,473.684
