time,x1,y1,x2,y2
3.883,467.167,232.033,517.509,231.413
3.900,469.314,231.275,517.723,231.618
3.917,471.133,230.800,518.451,232.374
3.933,473.301,230.236,518.586,232.510
3.950,474.325,230.058,519.590,233.607
3.967,476.217,229.788,519.744,233.829
3.983,478.787,229.387,520.447,234.491
4.000,478.832,229.534,521.039,234.967
4.017,479.717,229.289,521.259,235.301
4.033,482.715,228.709,522.204,236.245
4.050,482.225,228.810,522.514,236.530
4.067,482.206,228.906,522.685,236.672
4.083,483.524,228.577,522.866,236.857
4.100,485.003,228.390,523.325,237.341
4.117,486.988,227.714,523.995,238.059
4.133,486.908,227.766,524.256,238.288
4.150,488.109,227.451,524.912,238.948
4.167,488.895,227.380,525.445,239.673
4.183,489.680,227.310,525.977,240.398
4.200,490.465,227.240,526.510,241.122
4.217,491.250,227.169,527.043,241.847
4.233,492.035,227.099,527.575,242.572
4.250,492.821,227.029,528.108,243.297
4.267,492.236,227.058,528.743,244.922
4.283,493.944,226.718,529.953,247.590
4.300,494.420,226.789,531.177,251.509
4.317,494.531,226.719,532.497,253.868
4.333,495.364,226.761,533.624,256.079
4.350,495.888,226.491,534.522,257.860
4.367,496.983,226.213,535.359,260.317
4.383,497.296,226.257,536.004,261.616
4.400,497.899,226.140,536.979,263.807
4.417,498.227,226.017,537.942,265.744
4.433,498.626,226.103,538.363,266.448
4.450,499.339,225.976,538.710,268.104
4.467,499.900,226.089,539.678,270.209
4.483,499.773,225.900,540.031,271.601
4.500,501.361,225.576,540.501,272.493
4.517,501.682,225.689,540.994,273.686
4.533,502.756,225.578,541.649,274.934
4.550,502.650,225.588,542.169,276.656
4.567,503.485,225.225,542.892,278.688
4.583,504.529,225.442,543.030,279.082
4.600,505.132,225.624,543.411,280.147
4.617,505.605,226.282,544.143,282.003
4.633,506.035,227.150,544.533,283.011
4.650,506.806,228.264,544.730,283.712
4.667,506.964,229.048,545.312,285.159
4.683,508.031,230.602,545.576,285.872
4.700,508.558,231.514,546.059,287.167
4.717,509.632,233.506,546.465,288.317
4.733,509.782,233.658,546.688,288.940
4.750,510.284,234.736,547.192,290.189
4.767,510.783,235.388,547.327,290.571
4.783,511.235,236.049,547.681,291.515
4.800,512.010,237.094,547.632,291.951
4.817,512.497,237.863,547.948,292.696
4.833,512.537,238.228,548.373,293.542
4.850,513.094,238.852,548.420,293.859
4.867,513.308,239.144,548.900,295.267
4.883,513.815,239.806,549.086,295.377
4.900,514.312,240.392,549.652,297.183
4.917,514.546,240.840,549.810,297.563
4.933,514.831,241.164,550.126,298.233
4.950,515.143,241.672,550.324,298.972
4.967,515.070,241.574,550.394,299.330
4.983,515.175,241.781,550.438,299.612
5.000,516.012,242.783,550.693,300.623
5.017,516.656,243.848,550.887,301.287
5.033,517.529,244.472,551.336,302.943
5.050,521.202,247.754,551.453,303.425
5.067,524.084,252.033,551.713,304.070
5.083,526.423,255.627,551.808,304.239
5.100,529.530,259.638,552.711,305.574
5.117,531.152,261.985,557.224,311.548
5.133,533.029,264.617,560.164,319.138
5.150,534.084,267.838,560.078,326.015
5.167,533.685,270.215,558.145,333.444
5.183,533.451,273.494,557.039,335.996
5.200,532.515,275.491,554.975,340.649
5.217,532.089,277.442,553.386,343.916
5.233,531.547,279.693,551.778,347.440
5.250,531.100,281.634,550.862,349.637
5.267,530.555,282.818,549.525,352.578
5.283,530.182,284.999,548.071,355.902
5.300,529.500,286.955,547.193,358.452
5.317,528.682,288.216,546.135,361.084
5.333,528.206,290.518,545.199,363.189
5.350,527.701,291.547,544.460,365.214
5.367,528.176,294.686,543.835,367.368
5.383,528.176,296.367,543.052,369.569
5.400,528.747,299.110,542.398,371.808
5.417,529.230,302.262,542.016,372.784
5.433,529.000,304.386,541.229,374.994
5.450,529.253,307.465,540.885,376.779
5.467,529.193,309.340,540.590,377.965
5.483,530.264,312.714,540.100,379.416
5.500,530.960,315.510,539.655,380.862
5.517,530.987,317.516,539.339,381.794
5.533,531.317,321.024,538.865,382.767
5.550,531.510,323.257,538.481,385.151
5.567,532.221,326.084,538.228,386.284
5.583,532.644,327.889,537.762,387.783
5.600,533.183,329.895,537.369,388.685
5.617,533.737,331.508,537.210,389.735
5.633,534.312,333.846,537.127,390.428
5.650,534.448,334.526,536.842,391.835
5.667,535.129,337.062,536.564,393.028
5.683,535.546,338.618,536.096,394.672
5.700,535.815,339.841,536.025,395.242
5.717,535.892,341.563,535.653,396.403
5.733,536.087,342.983,535.197,399.279
5.750,536.422,344.059,535.856,401.586
5.767,537.175,346.229,538.061,405.459
5.783,537.404,347.346,539.873,407.947
5.800,537.891,348.783,541.467,409.744
5.817,538.372,350.085,543.504,411.941
5.833,538.591,351.294,545.793,414.259
5.850,538.800,352.146,547.800,416.272
5.867,539.218,353.741,549.411,417.552
5.883,539.458,354.523,550.956,418.918
5.900,539.646,355.243,551.981,419.686
5.917,539.498,355.399,552.637,420.273
5.933,539.826,357.411,552.569,420.185
5.950,540.060,358.709,552.824,420.488
5.967,540.080,358.634,554.482,421.653
5.983,540.267,359.270,554.745,421.741
6.000,540.298,360.009,555.471,422.304
6.017,540.438,360.984,555.890,422.706
6.033,540.648,363.250,556.578,423.035
6.050,540.709,363.814,557.124,423.590
6.067,540.629,364.480,557.281,423.689
6.083,540.752,364.724,557.871,424.039
6.100,541.207,366.867,558.712,424.594
6.117,541.183,367.242,559.117,424.825
6.133,541.065,366.885,559.434,425.047
6.150,541.007,368.303,559.774,425.215
6.167,541.373,369.698,560.750,425.865
6.183,541.508,370.707,560.964,426.001
6.200,541.423,371.587,561.058,426.063
6.217,541.287,371.214,561.675,426.501
6.233,541.247,371.566,562.566,426.992
6.250,541.265,372.005,562.375,426.890
6.267,541.339,372.117,563.308,427.435
6.283,541.352,372.790,563.338,427.457
6.300,541.361,374.761,563.551,427.520
6.317,541.364,374.829,563.754,427.770
6.333,541.341,375.131,563.765,427.683
6.350,541.352,375.374,564.191,427.905
6.367,541.402,376.210,565.262,428.625
6.383,541.451,376.321,565.356,428.687
6.400,541.307,376.290,565.380,428.778
6.417,541.322,376.823,565.823,429.006
6.433,541.936,378.606,565.817,428.969
6.450,541.993,378.747,566.309,429.353
6.467,541.992,378.883,566.510,429.426
6.483,542.055,379.731,566.413,429.401
6.500,541.855,379.383,566.949,429.621
6.517,541.777,380.066,567.775,430.161
6.533,541.876,380.909,568.140,430.328
6.550,541.740,381.298,568.733,431.364
6.567,542.020,381.475,568.993,431.768
6.583,541.605,382.503,568.613,432.854
6.600,541.468,383.023,567.831,434.286
6.617,541.106,382.449,566.772,437.382
6.633,541.262,383.758,565.962,438.725
6.650,541.444,383.852,564.925,440.476
6.667,541.380,384.392,563.309,443.074
6.683,541.261,384.741,562.164,444.648
6.700,541.254,385.514,561.578,445.270
6.717,540.803,385.997,560.770,446.345
6.733,540.836,386.234,559.384,448.092
6.750,540.476,386.916,558.678,448.936
6.767,540.509,387.692,557.841,450.102
6.783,540.500,387.934,557.165,451.233
6.800,540.536,388.093,556.353,452.230
6.817,540.533,388.324,556.018,452.723
6.833,540.488,389.140,555.470,453.491
6.850,540.488,389.140,554.754,454.216
6.867,540.396,390.039,554.001,455.454
6.883,540.518,389.402,553.296,456.347
6.900,540.454,389.874,552.820,457.037
6.917,540.474,390.508,552.428,457.474
6.933,540.480,390.953,552.097,458.214
6.950,540.361,391.729,551.576,458.918
6.967,540.290,392.103,551.057,459.594
6.983,540.349,392.209,550.770,460.178
7.000,540.327,392.565,550.481,460.562
7.017,540.320,392.731,550.438,460.663
7.033,540.322,393.159,549.451,462.035
7.050,540.317,393.490,549.334,462.271
7.067,540.318,393.920,549.191,462.552
7.083,540.150,393.495,548.732,463.197
7.100,540.082,394.186,548.379,463.812
7.117,540.250,395.137,548.278,463.946
7.133,540.220,395.858,547.965,464.502
7.150,540.220,395.858,547.458,465.379
7.167,540.045,397.946,547.226,465.757
7.183,539.682,398.645,547.122,465.987
7.200,539.223,398.650,546.821,466.434
7.217,538.136,401.219,546.578,466.806
7.233,537.418,403.190,545.943,467.842
7.250,536.789,406.095,545.737,468.367
7.267,536.603,409.248,545.513,469.014
7.283,536.562,410.113,545.496,469.264
7.300,536.166,412.407,545.105,469.948
7.317,535.959,414.511,545.010,470.034
7.333,535.669,416.634,544.685,470.631
7.350,535.539,418.693,544.681,470.662
7.367,535.240,420.105,544.296,471.309
7.383,534.952,421.843,544.354,471.316
7.400,534.966,422.881,544.055,471.963
7.417,534.849,423.866,543.825,472.335
7.433,534.923,425.358,543.959,472.373
7.450,534.811,426.345,543.822,472.716
7.467,534.723,427.385,542.496,475.035
7.483,534.740,428.314,540.928,475.971
7.500,534.436,430.463,538.795,476.704
7.517,534.532,430.836,535.808,478.186
7.533,534.433,431.728,532.862,479.813
7.550,534.464,432.723,530.762,480.927
7.567,534.161,434.279,528.491,482.285
7.583,534.073,435.214,527.116,483.178
7.600,533.824,435.772,525.153,484.119
7.617,533.770,436.444,523.271,485.234
7.633,533.734,437.118,521.342,486.450
7.650,533.697,437.678,519.989,487.099
7.667,533.369,439.122,518.116,488.016
7.683,533.315,439.732,517.251,488.594
7.700,532.968,440.398,515.543,489.520
7.717,532.916,441.683,514.242,490.023
7.733,532.979,441.477,513.067,490.907
7.750,532.875,442.018,512.366,491.212
7.767,532.909,442.593,510.941,491.932
7.783,532.894,442.957,510.138,492.272
7.800,532.719,443.930,509.218,492.732
7.817,532.727,443.970,508.320,493.116
7.833,532.372,445.398,506.483,494.309
7.850,532.317,445.421,505.653,494.714
7.867,532.369,446.373,504.669,494.998
7.883,532.502,446.871,503.926,495.302
7.900,532.742,447.947,502.900,495.966
7.917,532.792,448.168,502.717,495.986
7.933,533.231,451.312,502.069,496.455
7.950,533.637,452.833,500.797,497.029
7.967,533.007,453.987,499.657,497.580
7.983,533.437,456.038,499.155,497.870
8.000,533.209,456.593,498.617,498.016
8.017,533.754,459.908,497.656,498.535
8.033,533.672,462.357,497.186,498.793
8.050,533.691,462.727,495.981,499.308
8.067,533.770,463.869,495.248,499.676
8.083,533.796,464.381,495.192,499.688
8.100,533.762,465.480,494.363,500.108
8.117,533.724,465.673,492.576,500.882
8.133,533.771,465.782,489.913,501.006
8.150,533.706,466.390,488.496,499.625
8.167,534.330,468.966,485.023,497.057
8.183,533.848,469.467,481.122,493.370
8.200,533.466,470.743,477.012,490.001
8.217,533.358,471.179,474.046,487.185
8.233,533.044,472.730,470.750,484.266
8.250,533.164,472.293,468.038,481.758
8.267,532.477,472.547,466.316,480.098
8.283,532.209,472.781,463.576,477.307
8.300,532.302,471.534,461.102,474.635
8.317,531.636,473.472,459.770,473.252
8.333,531.401,473.395,457.917,471.312
8.350,531.270,473.802,456.432,469.479
8.367,530.845,474.900,454.946,467.847
8.383,530.572,474.944,453.437,466.216
8.400,530.441,475.455,451.973,464.715
8.417,529.914,475.857,450.958,463.354
8.433,529.879,476.053,449.419,461.615
8.450,529.342,476.907,448.390,460.354
8.467,529.202,476.585,447.923,460.121
8.483,529.037,476.917,446.252,458.173
8.500,528.668,478.349,445.729,457.787
8.517,528.668,478.349,444.425,456.129
8.533,528.379,479.482,443.709,455.243
8.550,527.828,478.858,443.064,454.457
8.567,527.790,480.660,441.645,452.603
8.583,527.927,480.436,441.017,451.917
8.600,527.318,480.621,440.190,450.973
8.617,527.392,481.177,439.874,450.478
8.633,527.055,481.200,438.936,449.432
8.650,526.486,481.818,437.912,447.852
8.667,526.332,481.982,437.014,446.938
8.683,525.455,484.304,435.969,445.713
8.700,523.440,485.719,435.638,445.206
8.717,520.675,487.397,434.718,444.075
8.733,518.415,489.525,434.376,443.652
8.750,516.786,490.781,433.799,443.003
8.767,513.545,493.762,432.770,441.607
8.783,511.417,495.358,432.338,441.045
8.800,509.899,496.547,432.234,441.058
8.817,507.851,497.809,431.564,440.092
8.833,505.385,499.643,430.746,439.211
8.850,504.054,500.261,430.307,438.680
8.867,501.928,501.711,429.994,438.376
8.883,500.805,502.599,429.471,437.805
8.900,499.981,503.046,428.910,437.128
8.917,498.239,504.136,428.506,436.697
8.933,496.786,505.297,428.486,436.529
8.950,496.444,505.416,427.637,435.568
8.967,495.133,506.384,426.855,434.793
8.983,494.003,507.121,425.788,433.366
9.000,492.875,507.794,425.689,433.244
9.017,491.776,508.692,424.769,431.996
9.033,491.382,508.914,424.525,431.788
9.050,489.927,509.783,424.215,431.436
9.067,489.437,510.202,424.154,431.204
9.083,488.451,511.023,423.974,431.108
9.100,487.974,511.488,423.919,430.905
9.117,486.434,512.329,422.929,429.627
9.133,486.363,512.371,422.742,429.225
9.150,484.864,513.531,422.629,429.265
9.167,483.759,514.095,421.905,428.220
9.183,483.888,514.217,421.189,427.619
9.200,482.582,515.147,421.044,427.518
9.217,482.588,515.199,420.364,426.546
9.233,482.521,515.187,419.575,425.819
9.250,481.847,515.381,417.857,424.933
9.267,480.659,515.792,416.103,425.649
9.283,480.928,515.496,414.644,426.461
9.300,480.784,515.602,411.620,428.042
9.317,480.623,515.725,409.083,429.807
9.333,480.910,515.173,406.312,431.756
9.350,480.867,515.686,404.270,433.580
9.367,480.585,515.879,402.310,435.125
9.383,480.728,515.589,400.656,436.388
9.400,480.763,515.443,399.316,437.651
9.417,480.420,516.225,397.954,438.917
9.433,480.249,516.475,396.382,440.123
9.450,480.219,516.363,394.850,441.467
9.467,480.033,516.596,393.960,442.378
9.483,479.772,517.331,392.312,443.795
9.500,479.591,517.826,391.676,444.482
9.517,479.179,518.668,390.317,445.846
9.533,479.316,518.190,389.474,446.527
9.550,478.968,518.781,388.406,447.678
9.567,478.674,519.438,387.024,448.705
9.583,478.564,520.085,386.739,449.033
9.600,478.609,519.973,385.357,450.863
9.617,478.375,520.497,384.179,452.202
9.633,477.703,521.510,383.934,453.836
9.650,477.528,521.776,383.650,455.798
9.667,477.230,522.704,382.914,459.393
9.683,476.385,522.981,382.310,461.891
9.700,475.679,522.378,382.095,465.432
9.717,474.459,522.455,382.009,467.458
9.733,473.377,522.267,381.835,469.089
9.750,471.218,522.556,381.672,472.149
9.767,469.614,522.922,381.356,474.278
9.783,467.724,523.594,381.214,476.188
9.800,466.543,523.884,380.985,477.719
9.817,466.012,524.165,380.970,479.410
9.833,464.197,524.895,380.774,480.424
9.850,464.369,524.688,380.990,483.032
9.867,463.462,524.723,380.789,484.630
9.883,462.780,524.941,380.844,486.898
9.900,462.099,525.306,380.631,486.847
9.917,461.730,525.383,380.449,487.782
9.933,460.865,525.631,380.608,489.234
9.950,460.739,525.489,380.575,489.981
9.967,460.399,525.526,380.725,492.178
9.983,459.781,525.814,380.493,492.440
10.000,459.201,526.245,380.782,494.849
10.017,459.085,526.112,380.882,495.609
10.033,458.345,526.357,380.828,497.053
10.050,458.346,526.301,380.847,497.553
10.067,458.190,526.221,380.626,498.544
10.083,458.264,526.124,380.615,499.363
10.100,456.302,527.624,380.768,500.583
10.117,455.939,527.933,380.753,501.080
10.133,456.259,528.367,380.840,501.954
10.150,456.881,528.263,380.714,502.790
10.167,457.044,528.591,380.679,503.532
10.183,457.016,528.839,380.738,504.605
10.200,457.350,528.601,380.900,506.079
10.217,457.778,529.763,380.880,506.403
10.233,457.945,530.340,380.874,507.659
10.250,458.043,531.115,380.920,507.621
10.267,458.130,531.130,380.872,508.991
10.283,458.631,531.322,380.898,509.441
10.300,458.670,531.852,380.954,509.883
10.317,458.710,531.498,380.970,510.420
10.333,459.147,532.447,380.940,510.876
10.350,459.268,532.448,381.883,512.406
10.367,459.434,533.501,382.981,514.449
10.383,459.734,534.255,385.218,515.851
10.400,459.921,534.623,388.606,517.943
10.417,460.142,534.439,390.964,519.312
10.433,460.269,534.101,393.417,520.538
10.450,460.507,534.389,395.082,521.456
10.467,460.534,534.586,396.813,522.177
10.483,460.901,535.584,399.690,523.523
10.500,461.110,535.461,401.294,524.447
10.517,461.277,535.465,402.937,525.077
10.533,461.437,535.631,404.564,525.846
10.550,461.582,535.627,405.997,526.505
10.567,461.651,535.058,407.915,527.596
10.583,461.804,535.204,408.620,527.883
10.600,461.951,534.925,409.761,528.412
10.617,461.990,534.731,410.922,528.743
10.633,462.026,534.860,412.345,529.481
10.650,462.075,534.444,413.494,530.047
10.667,462.356,534.871,414.962,530.784
10.683,462.487,534.908,415.752,530.983
10.700,462.596,534.732,416.625,531.231
10.717,462.809,535.112,417.847,531.974
10.733,463.168,535.402,419.358,532.757
10.750,463.224,535.444,419.830,532.960
10.767,463.359,535.266,420.558,533.304
10.783,463.387,535.215,420.857,533.454
10.800,463.367,534.923,421.467,533.791
10.817,463.636,535.135,421.913,533.907
10.833,463.718,535.103,422.805,534.193
10.850,463.718,535.103,423.452,534.515
10.867,464.207,535.376,424.219,534.823
10.883,463.761,536.494,425.219,535.323
10.900,462.866,537.468,425.523,535.423
10.917,461.205,540.233,426.537,535.896
10.933,459.247,544.642,426.907,536.063
10.950,457.427,548.848,427.989,536.550
10.967,455.617,552.276,428.431,536.641
10.983,454.049,554.605,428.769,536.629
11.000,452.524,556.339,430.212,537.340
11.017,450.903,558.421,430.476,537.078
11.033,448.958,560.434,430.523,537.149
11.050,448.343,561.139,431.005,537.386
11.067,445.778,563.772,431.965,537.828
11.083,445.854,563.737,432.538,537.752
11.100,443.568,565.925,433.341,538.006
11.117,442.237,566.989,433.736,538.232
11.133,441.346,567.994,433.896,538.303
11.150,440.610,568.702,434.577,538.248
11.167,439.612,569.405,435.583,538.444
11.183,438.171,570.749,436.198,538.889
11.200,437.557,571.295,437.532,539.108
11.217,436.608,572.017,437.129,539.066
11.233,435.228,572.879,437.857,539.216
11.250,435.377,573.120,437.993,539.069
11.267,435.143,573.293,438.671,539.450
11.283,432.792,575.190,438.490,539.267
11.300,431.928,576.037,439.451,539.508
11.317,431.787,576.103,439.803,539.550
11.333,430.729,577.018,440.407,539.665
11.350,430.309,577.287,441.662,540.093
11.367,429.242,577.910,442.436,540.371
11.383,428.217,578.910,442.252,540.128
11.400,426.794,579.107,442.604,540.228
11.417,426.213,578.671,443.418,540.530
11.433,423.533,577.980,443.593,540.559
11.450,419.124,576.138,443.593,540.559
11.467,418.616,575.990,443.681,540.532
11.483,414.697,574.279,444.709,540.859
11.500,411.767,572.734,444.719,540.898
11.517,409.360,571.267,445.013,541.032
11.533,408.140,568.972,445.552,541.163
11.550,407.483,566.999,445.491,541.057
11.567,406.779,565.275,446.308,541.459
11.583,405.209,562.424,446.308,541.459
11.600,403.715,559.361,446.893,541.877
11.617,402.362,556.948,446.630,541.509
